Date,Number_comments,Number_labels
2023-11-21,79.0,71.0
2023-11-22,156.0,135.0
2023-11-23,86.0,79.0
2023-11-24,110.0,105.0
2023-11-25,143.0,126.0
2023-11-26,118.0,107.0
2023-11-27,138.0,125.0
2023-11-28,65.0,60.0
2023-11-29,70.0,64.0
2023-11-30,74.0,65.0
2023-12-01,102.0,93.0
2023-12-02,101.0,91.0
2023-12-03,95.0,86.0
2023-12-04,92.0,83.0
2023-12-05,93.0,85.0
2023-12-06,200.0,194.0
2023-12-07,146.0,142.0
2023-12-08,126.0,111.0
2023-12-09,121.0,113.0
2023-12-10,124.0,116.0
2023-12-11,120.0,104.0
2023-12-12,96.0,89.0
2023-12-13,115.0,108.0
2023-12-14,121.0,111.0
2023-12-15,102.0,92.0
2023-12-16,114.0,104.0
2023-12-17,113.0,103.0
2023-12-18,82.0,67.0
2023-12-19,112.0,96.0
2023-12-20,212.0,183.0
2023-12-21,117.0,101.0
2023-12-22,100.0,88.0
2023-12-23,121.0,106.0
2023-12-24,122.0,106.0
2023-12-25,87.0,79.0
2023-12-26,101.0,83.0
2023-12-27,115.0,99.0
2023-12-28,95.0,84.0
2023-12-29,71.0,61.0
2023-12-30,77.0,67.0
2023-12-31,95.0,82.0
2024-01-01,91.0,79.0
2024-01-02,124.0,118.0
2024-01-03,95.0,84.0
2024-01-04,91.0,83.0
2024-01-05,69.0,61.0
2024-01-06,91.0,82.0
2024-01-07,93.0,84.0
2024-01-08,79.0,75.0
2024-01-09,80.0,71.0
2024-01-10,136.0,117.0
2024-01-11,91.0,81.0
2024-01-12,96.0,83.0
2024-01-13,95.0,84.0
2024-01-14,95.0,85.0
2024-01-15,98.0,93.0
2024-01-16,83.0,72.0
2024-01-17,104.0,93.0
2024-01-18,126.0,122.0
2024-01-19,70.0,63.0
2024-01-20,95.0,87.0
2024-01-21,95.0,87.0
2024-01-22,95.0,88.0
2024-01-23,65.0,60.0
2024-01-24,134.0,128.0
2024-01-25,97.0,90.0
2024-01-26,77.0,67.0
2024-01-27,94.0,86.0
2024-01-28,93.0,86.0
2024-01-29,93.0,86.0
2024-01-30,93.0,86.0
2024-01-31,97.0,89.0
2024-02-01,76.0,72.0
2024-02-02,89.0,81.0
2024-02-03,90.0,83.0
2024-02-04,90.0,83.0
2024-02-05,89.0,83.0
2024-02-06,89.0,82.0
2024-02-07,78.0,72.0
2024-02-08,108.0,85.0
2024-02-09,52.0,43.0
2024-02-10,85.0,75.0
2024-02-11,84.0,74.0
2024-02-12,83.0,73.0
2024-02-13,59.0,55.0
2024-02-14,97.0,89.0
2024-02-15,81.0,70.0
2024-02-16,99.0,91.0
2024-02-17,84.0,75.0
2024-02-18,83.0,75.0
2024-02-19,84.0,77.0
2024-02-20,114.0,106.0
2024-02-21,84.0,77.0
2024-02-22,78.0,75.0
2024-02-23,66.0,57.0
2024-02-24,84.0,77.0
2024-02-25,84.0,77.0
2024-02-26,82.0,63.0
2024-02-27,119.0,109.0
2024-02-28,91.0,80.0
2024-02-29,83.0,66.0
2024-03-01,129.0,120.0
2024-03-02,96.0,84.0
2024-03-03,97.0,85.0
2024-03-04,134.0,115.0
2024-03-05,153.0,141.0
2024-03-06,201.0,186.0
2024-03-07,112.0,105.0
2024-03-08,121.0,107.0
2024-03-09,130.0,117.0
2024-03-10,135.0,122.0
2024-03-11,162.0,145.0
2024-03-12,148.0,123.0
2024-03-13,176.0,160.0
2024-03-14,184.0,167.0
2024-03-15,162.0,138.0
2024-03-16,156.0,138.0
2024-03-17,160.0,141.0
2024-03-18,133.0,114.0
2024-03-19,113.0,100.0
2024-03-20,145.0,130.0
2024-03-21,150.0,132.0
2024-03-22,120.0,105.0
2024-03-23,139.0,122.0
2024-03-24,137.0,120.0
2024-03-25,101.0,96.0
2024-03-26,103.0,92.0
2024-03-27,179.0,165.0
2024-03-28,149.0,136.0
2024-03-29,137.0,122.0
2024-03-30,135.0,121.0
2024-03-31,134.0,121.0
2024-04-01,95.0,85.0
2024-04-02,105.0,89.0
2024-04-03,134.0,125.0
2024-04-04,107.0,93.0
2024-04-05,84.0,76.0
2024-04-06,113.0,101.0
2024-04-07,110.0,98.0
2024-04-08,106.0,95.0
2024-04-09,132.0,118.0
2024-04-10,131.0,125.0
2024-04-11,140.0,126.0
2024-04-12,86.0,79.0
2024-04-13,116.0,106.0
2024-04-14,117.0,106.0
2024-04-15,118.0,107.0
2024-04-16,107.0,94.0
2024-04-17,97.0,82.0
2024-04-18,67.0,56.0
2024-04-19,77.0,70.0
2024-04-20,99.0,88.0
2024-04-21,97.0,86.0
2024-04-22,78.0,75.0
2024-04-23,87.0,85.0
2024-04-24,103.0,89.0
2024-04-25,85.0,71.0
2024-04-26,89.0,80.0
2024-04-27,91.0,82.0
2024-04-28,90.0,81.0
2024-04-29,48.0,42.0
2024-04-30,65.0,61.0
2024-05-01,73.0,66.0
2024-05-02,86.0,79.0
2024-05-03,138.0,119.0
2024-05-04,84.0,75.0
2024-05-05,83.0,74.0
2024-05-06,45.0,43.0
2024-05-07,97.0,90.0
2024-05-08,118.0,109.0
2024-05-09,77.0,68.0
2024-05-10,65.0,61.0
2024-05-11,81.0,74.0
2024-05-12,80.0,74.0
2024-05-13,102.0,93.0
2024-05-14,58.0,54.0
2024-05-15,116.0,107.0
2024-05-16,115.0,111.0
2024-05-17,82.0,78.0
2024-05-18,90.0,84.0
2024-05-19,91.0,85.0
2024-05-20,89.0,83.0
2024-05-21,63.0,54.0
2024-05-22,114.0,103.0
2024-05-23,83.0,76.0
2024-05-24,88.0,75.0
2024-05-25,88.0,80.0
2024-05-26,88.0,79.0
2024-05-27,114.0,106.0
2024-05-28,91.0,84.0
2024-05-29,83.0,77.0
2024-05-30,92.0,89.0
2024-05-31,103.0,88.0
2024-06-01,94.0,86.0
2024-06-02,95.0,87.0
2024-06-03,88.0,77.0
2024-06-04,75.0,70.0
2024-06-05,87.0,75.0
2024-06-06,83.0,73.0
2024-06-07,78.0,72.0
2024-06-08,85.0,77.0
2024-06-09,84.0,75.0
2024-06-10,103.0,94.0
2024-06-11,96.0,90.0
2024-06-12,117.0,106.0
2024-06-13,143.0,132.0
2024-06-14,113.0,87.0
2024-06-15,105.0,94.0
2024-06-16,108.0,96.0
2024-06-17,112.0,104.0
2024-06-18,92.0,86.0
2024-06-19,85.0,78.0
2024-06-20,99.0,91.0
2024-06-21,113.0,104.0
2024-06-22,102.0,93.0
2024-06-23,101.0,93.0
2024-06-24,74.0,61.0
2024-06-25,73.0,67.0
2024-06-26,68.0,67.0
2024-06-27,114.0,104.0
2024-06-28,120.0,114.0
2024-06-29,93.0,85.0
2024-06-30,91.0,84.0
2024-07-01,152.0,137.0
2024-07-02,68.0,60.0
2024-07-03,91.0,83.0
2024-07-04,112.0,96.0
2024-07-05,128.0,108.0
2024-07-06,105.0,93.0
2024-07-07,106.0,94.0
2024-07-08,96.0,89.0
2024-07-09,83.0,75.0
2024-07-10,78.0,73.0
2024-07-11,118.0,112.0
2024-07-12,78.0,68.0
2024-07-13,94.0,86.0
2024-07-14,93.0,85.0
2024-07-15,70.0,54.0
2024-07-16,73.0,64.0
2024-07-17,84.0,65.0
2024-07-18,84.0,79.0
2024-07-19,71.0,63.0
2024-07-20,56.0,43.0
2024-07-21,75.0,64.0
2024-07-22,97.0,90.0
2024-07-23,73.0,69.0
2024-07-24,85.0,75.0
2024-07-25,80.0,75.0
2024-07-26,68.0,63.0
2024-07-27,76.0,68.0
2024-07-28,79.0,72.0
2024-07-29,94.0,89.0
2024-07-30,88.0,85.0
2024-07-31,77.0,73.0
2024-08-01,93.0,85.0
2024-08-02,117.0,96.0
2024-08-03,89.0,81.0
2024-08-04,91.0,83.0
2024-08-05,98.0,70.0
2024-08-06,82.0,75.0
2024-08-07,113.0,100.0
2024-08-08,118.0,100.0
2024-08-09,101.0,86.0
2024-08-10,98.0,85.0
2024-08-11,100.0,85.0
2024-08-12,73.0,61.0
2024-08-13,76.0,55.0
2024-08-14,155.0,147.0
2024-08-15,118.0,102.0
2024-08-16,92.0,82.0
2024-08-17,101.0,88.0
2024-08-18,102.0,88.0
2024-08-19,103.0,94.0
2024-08-20,106.0,93.0
2024-08-21,115.0,104.0
2024-08-22,80.0,74.0
2024-08-23,96.0,83.0
2024-08-24,99.0,77.0
2024-08-25,100.0,87.0
2024-08-26,96.0,92.0
2024-08-27,99.0,91.0
2024-08-28,116.0,91.0
2024-08-29,113.0,101.0
2024-08-30,129.0,120.0
2024-08-31,107.0,94.0
2024-09-01,108.0,96.0
2024-09-02,116.0,94.0
2024-09-03,148.0,138.0
2024-09-04,119.0,104.0
2024-09-05,125.0,116.0
2024-09-06,112.0,98.0
2024-09-07,151.0,130.0
2024-09-08,125.0,110.0
2024-09-09,151.0,136.0
2024-09-10,93.0,86.0
2024-09-11,119.0,112.0
2024-09-12,123.0,104.0
2024-09-13,106.0,100.0
2024-09-14,124.0,111.0
2024-09-15,120.0,108.0
2024-09-16,141.0,129.0
2024-09-17,99.0,91.0
2024-09-18,113.0,101.0
2024-09-19,100.0,92.0
2024-09-20,101.0,95.0
2024-09-21,114.0,103.0
2024-09-22,112.0,102.0
2024-09-23,135.0,130.0
2024-09-24,135.0,128.0
2024-09-25,153.0,142.0
2024-09-26,167.0,156.0
2024-09-27,151.0,139.0
2024-09-28,138.0,128.0
2024-09-29,141.0,132.0
2024-09-30,112.0,97.0
2024-10-01,117.0,108.0
2024-10-02,116.0,98.0
2024-10-03,115.0,109.0
2024-10-04,127.0,115.0
2024-10-05,123.0,112.0
2024-10-06,121.0,110.0
2024-10-07,116.0,105.0
2024-10-08,139.0,115.0
2024-10-09,122.0,109.0
2024-10-10,89.0,82.0
2024-10-11,98.0,95.0
2024-10-12,115.0,104.0
2024-10-13,114.0,102.0
2024-10-14,121.0,112.0
2024-10-15,129.0,121.0
2024-10-16,95.0,87.0
2024-10-17,110.0,101.0
2024-10-18,100.0,88.0
2024-10-19,112.0,102.0
2024-10-20,111.0,101.0
2024-10-21,103.0,92.0
2024-10-22,85.0,77.0
2024-10-23,82.0,71.0
2024-10-24,86.0,81.0
2024-10-25,100.0,91.0
2024-10-26,97.0,87.0
2024-10-27,94.0,85.0
2024-10-28,97.0,88.0
2024-10-29,145.0,133.0
2024-10-30,120.0,101.0
2024-10-31,150.0,138.0
2024-11-01,110.0,100.0
2024-11-02,116.0,104.0
2024-11-03,118.0,107.0
2024-11-04,144.0,125.0
2024-11-05,91.0,81.0
2024-11-06,171.0,161.0
2024-11-07,60.0,49.0
2024-11-08,168.0,159.0
2024-11-09,124.0,112.0
2024-11-10,94.0,84.0
2024-11-11,204.0,193.0
2024-11-12,167.0,154.0
2024-11-13,153.0,133.0
2024-11-14,138.0,127.0
2024-11-15,163.0,145.0
2024-11-16,142.0,131.0
2024-11-17,126.0,104.0
2024-11-18,273.0,252.0
2024-11-19,167.0,151.0
2024-11-20,283.0,235.0
2024-11-21,296.0,261.0
2024-11-22,190.0,170.0
2024-11-23,211.0,186.0
2024-11-24,220.0,194.0
2024-11-25,234.0,207.0
2024-11-26,239.0,219.0
2024-11-27,239.0,210.0
2024-11-28,232.0,206.0
2024-11-29,223.0,198.0
2024-11-30,228.0,202.0
2024-12-01,230.0,205.0
2024-12-02,232.0,206.0
2024-12-03,231.0,206.0
2024-12-04,230.0,204.0
2024-12-05,229.0,203.0
2024-12-06,229.0,203.0
2024-12-07,229.0,204.0
2024-12-08,230.0,204.0
2024-12-09,230.0,204.0
2024-12-10,229.0,204.0
2024-12-11,229.0,203.0
2024-12-12,237.0,219.0
2024-12-13,242.0,189.0
2024-12-14,232.28571428571428,203.8571428571429
2024-12-15,232.75510204081635,203.8367346938776
2024-12-16,200.0,183.0
2024-12-17,203.0,175.0
2024-12-18,223.0,202.0
2024-12-19,177.0,150.0
2024-12-20,265.0,215.0
2024-12-21,82.0,60.0
2024-12-22,197.53644314868805,169.83381924198252
2024-12-23,106.0,95.0
2024-12-24,120.0,114.0
2024-12-25,156.0,144.0
2024-12-26,139.0,124.0
2024-12-27,92.0,75.0
2024-12-28,86.0,80.0
2024-12-29,48.0,40.0
2024-12-30,135.0,120.0
2024-12-31,162.0,144.0
2025-01-01,154.0,136.0
2025-01-02,122.0,107.0
2025-01-03,213.0,202.0
2025-01-04,190.0,169.0
2025-01-05,208.0,195.0
2025-01-06,139.0,127.0
2025-01-07,176.0,166.0
2025-01-08,199.0,165.0
2025-01-09,178.0,155.0
2025-01-10,179.0,171.0
2025-01-11,135.0,112.0
2025-01-12,119.0,108.0
2025-01-13,143.0,117.0
2025-01-14,219.0,195.0
2025-01-15,163.0,148.0
2025-01-16,204.0,181.0
2025-01-17,185.0,167.0
2025-01-18,122.0,95.0
2025-01-19,118.0,88.0
2025-01-20,135.0,113.0
2025-01-21,153.0,132.0
2025-01-22,159.0,146.0
2025-01-23,271.0,241.0
2025-01-24,282.0,247.0
2025-01-25,55.0,37.0
2025-01-26,219.0,138.0
2025-01-27,223.0,194.0
2025-01-28,253.0,201.0
2025-01-29,243.0,211.0
2025-01-30,273.0,227.0
2025-01-31,141.0,125.0
2025-02-01,109.0,92.0
2025-02-02,137.0,77.0
2025-02-03,365.0,299.0
2025-02-04,272.0,244.0
2025-02-05,211.0,175.0
2025-02-06,181.0,157.0
2025-02-07,300.0,266.0
2025-02-08,200.0,141.0
2025-02-09,191.0,125.0
2025-02-10,160.0,145.0
2025-02-11,151.0,138.0
2025-02-12,147.0,130.0
2025-02-13,136.0,109.0
2025-02-14,124.0,107.0
2025-02-15,116.0,88.0
2025-02-16,100.0,90.0
2025-02-17,131.0,112.0
2025-02-18,160.0,136.0
2025-02-19,169.0,151.0
2025-02-20,157.0,146.0
2025-02-21,163.0,161.0
2025-02-22,139.0,110.0
2025-02-23,146.0,140.0
2025-02-24,173.0,121.0
2025-02-25,199.0,173.0
2025-02-26,201.0,157.0
2025-02-27,298.0,239.0
2025-02-28,179.0,139.0
2025-03-01,147.0,129.0
2025-03-02,190.0,140.0
2025-03-03,125.0,110.0
2025-03-04,144.0,122.0
2025-03-05,139.0,114.0
2025-03-06,170.0,149.0
2025-03-07,179.0,155.0
2025-03-08,157.0,138.0
2025-03-09,152.0,127.0
2025-03-10,126.0,110.0
2025-03-11,115.0,102.0
2025-03-12,135.0,120.0
2025-03-13,116.0,99.0
2025-03-14,116.0,103.0
2025-03-15,106.0,96.0
2025-03-16,89.0,75.0
2025-03-17,78.0,66.0
2025-03-18,197.0,188.0
2025-03-19,88.0,81.0
2025-03-20,141.0,123.0
2025-03-21,115.0,106.0
2025-03-22,53.0,45.0
2025-03-23,150.0,141.0
2025-03-24,136.0,108.0
2025-03-25,88.0,71.0
2025-03-26,100.0,92.0
2025-03-27,36.0,34.0
2025-03-28,21.0,16.0
2025-03-29,123.0,109.0
2025-03-30,35.0,31.0
2025-03-31,153.0,134.0
2025-04-01,60.0,52.0
2025-04-02,107.0,93.0
2025-04-03,59.0,56.0
2025-04-04,139.0,124.0
2025-04-05,96.0,84.0
2025-04-06,47.0,34.0
2025-04-07,46.0,45.0
2025-04-08,87.0,83.0
2025-04-09,64.0,58.0
2025-04-10,38.0,37.0
2025-04-11,33.0,30.0
2025-04-12,75.0,69.0
2025-04-13,87.0,84.0
2025-04-14,60.0,54.0
2025-04-15,102.0,101.0
2025-04-16,48.0,44.0
2025-04-17,30.0,28.0
2025-04-18,36.0,35.0
2025-04-19,31.0,27.0
